make,model,year,trim,engine,drivetrain,transmission,body_style,region
Toyota,Brevis,2005,Ai250,2.5L 1JZ-FSE,RWD,Automatic,Sedan,JDM/TZ
Toyota,Brevis,2005,Ai300,3.0L 2JZ-FSE,RWD,Automatic,Sedan,JDM/TZ
Toyota,Brevis,2006,Ai250,2.5L 1JZ-FSE,RWD,Automatic,Sedan,JDM/TZ
Toyota,Brevis,2006,Ai300,3.0L 2JZ-FSE,RWD,Automatic,Sedan,JDM/TZ
Toyota,Brevis,2007,Ai250,2.5L 1JZ-FSE,RWD,Automatic,Sedan,JDM/TZ
Toyota,Brevis,2007,Ai300,3.0L 2JZ-FSE,RWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2005,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2005,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2005,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2006,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2006,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2006,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2007,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2007,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2007,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2008,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2008,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2008,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2009,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2009,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2009,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2010,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2010,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2010,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2011,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2011,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2011,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2012,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2012,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2012,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2013,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2013,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2013,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2014,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2014,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2014,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2015,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2015,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2015,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2016,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2016,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2016,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2017,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2017,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2017,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2018,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2018,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2018,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2019,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2019,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2019,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2020,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2020,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2020,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2021,F,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2021,X,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Premio,2021,G,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2005,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2005,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2005,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2006,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2006,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2006,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2007,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2007,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2007,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2008,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2008,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2008,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2009,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2009,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2009,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2010,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2010,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2010,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2011,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2011,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2011,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2012,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2012,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2012,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2013,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2013,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2013,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2014,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2014,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2014,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2015,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2015,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2015,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2016,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2016,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2016,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2017,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2017,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2017,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2018,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2018,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2018,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2019,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2019,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2019,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2020,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2020,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2020,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2021,A15,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2021,A18,1.8L 2ZR-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Allion,2021,A20,2.0L 3ZR-FAE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Fielder,2005,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2005,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2006,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2006,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2007,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2007,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2008,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2008,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2009,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2009,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2010,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2010,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2011,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2011,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2012,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2012,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2013,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2013,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2014,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2014,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2015,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2015,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2016,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2016,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2017,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2017,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2018,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2018,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2019,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2019,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2020,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2020,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2021,X,1.5L 1NZ-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Fielder,2021,S,1.8L 2ZR-FE,FWD,Automatic,Wagon,JDM/TZ
Toyota,Corolla Axio,2007,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2007,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2008,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2008,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2009,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2009,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2010,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2010,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2011,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2011,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2012,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2012,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2013,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2013,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2014,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2014,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2015,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2015,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2016,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2016,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2017,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2017,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2018,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2018,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2019,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2019,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2020,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2020,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2021,X,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Corolla Axio,2021,G,1.5L 1NZ-FE,FWD,Automatic,Sedan,JDM/TZ
Toyota,Auris,2007,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2007,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2008,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2008,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2009,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2009,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2010,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2010,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2011,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2011,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2012,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2012,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2013,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2013,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2014,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2014,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2015,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2015,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2016,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2016,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2017,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2017,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2018,150X,1.5L 1NZ-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Auris,2018,180G,1.8L 2ZR-FE,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2012,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2012,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2012,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2013,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2013,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2013,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2014,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2014,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2014,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2015,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2015,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2015,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2016,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2016,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2016,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2017,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2017,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2017,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2018,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2018,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2018,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2019,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2019,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2019,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2020,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2020,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2020,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2021,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2021,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2021,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2022,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2022,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2022,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2023,L,1.5L 1NZ-FXE Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2023,S,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Toyota,Aqua,2023,G,1.5L Hybrid,FWD,Automatic,Hatchback,JDM/TZ
Nissan,Dualis,2007,20G,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2007,20S,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2008,20G,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2008,20S,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2009,20G,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2009,20S,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2010,20G,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2010,20S,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2011,20G,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2011,20S,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2012,20G,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2012,20S,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2013,20G,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2013,20S,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2014,20G,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,Dualis,2014,20S,2.0L MR20DE,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2005,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2005,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2005,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2006,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2006,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2006,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2007,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2007,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2007,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2008,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2008,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2008,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2009,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2009,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2009,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2010,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2010,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2010,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2011,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2011,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2011,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2012,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2012,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2012,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2013,20X,2.0L MR20DD,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2013,20Xt,2.0L,FWD,Automatic,SUV,JDM/TZ
Nissan,X-Trail,2013,Hybrid,2.0L Hybrid,FWD,Automatic,SUV,JDM/TZ
